
=== Confidence Scores for ADASYN ===
Sample 586: Avg Confidence = 2.4012
Sample 587: Avg Confidence = 2.1979
Sample 588: Avg Confidence = 3.2895
Sample 589: Avg Confidence = 3.3055
Sample 590: Avg Confidence = 2.4397
Sample 591: Avg Confidence = 2.1800
Sample 592: Avg Confidence = 3.0917
Sample 593: Avg Confidence = 2.1324
Sample 594: Avg Confidence = 3.8027
Sample 595: Avg Confidence = 2.5222
Sample 596: Avg Confidence = 1.5549
Sample 597: Avg Confidence = 2.5867
Sample 598: Avg Confidence = 2.8068
Sample 599: Avg Confidence = 4.0180
Sample 600: Avg Confidence = 2.2005
Sample 601: Avg Confidence = 3.0958
Sample 602: Avg Confidence = 2.1937
Sample 603: Avg Confidence = 2.6166
Sample 604: Avg Confidence = 3.5353
Sample 605: Avg Confidence = 3.1597
Sample 606: Avg Confidence = 3.5185
Sample 607: Avg Confidence = 2.6151
Sample 608: Avg Confidence = 4.7726
Sample 609: Avg Confidence = 3.2778
Sample 610: Avg Confidence = 2.3210
Sample 611: Avg Confidence = 3.2279
Sample 612: Avg Confidence = 2.9084
Sample 613: Avg Confidence = 3.0239
Sample 614: Avg Confidence = 2.6280
Sample 615: Avg Confidence = 2.7195
Sample 616: Avg Confidence = 2.6697
Sample 617: Avg Confidence = 1.8308
Sample 618: Avg Confidence = 2.5094
Sample 619: Avg Confidence = 1.9095
Sample 620: Avg Confidence = 1.9173
Sample 621: Avg Confidence = 3.6259
Sample 622: Avg Confidence = 1.7405
Sample 623: Avg Confidence = 1.6753
Sample 624: Avg Confidence = 2.3833
Sample 625: Avg Confidence = 3.1616
Sample 626: Avg Confidence = 2.7628
Sample 627: Avg Confidence = 2.0922
Sample 628: Avg Confidence = 3.5233
Sample 629: Avg Confidence = 4.7204
Sample 630: Avg Confidence = 3.3857
Sample 631: Avg Confidence = 3.4764
Sample 632: Avg Confidence = 3.1767
Sample 633: Avg Confidence = 3.1847
Sample 634: Avg Confidence = 3.2338
Sample 635: Avg Confidence = 3.0814
Sample 636: Avg Confidence = 4.2416
Sample 637: Avg Confidence = 2.0066
Sample 638: Avg Confidence = 3.3936
Sample 639: Avg Confidence = 1.0449
Sample 640: Avg Confidence = 3.6374
Sample 641: Avg Confidence = 2.6278
Sample 642: Avg Confidence = 5.3029
Sample 643: Avg Confidence = 2.2102
Sample 644: Avg Confidence = 1.8697
Sample 645: Avg Confidence = 2.6818
Sample 646: Avg Confidence = 1.7480
Sample 647: Avg Confidence = 1.8669
Sample 648: Avg Confidence = 3.1613
Sample 649: Avg Confidence = 2.3647
Sample 650: Avg Confidence = 2.8316
Sample 651: Avg Confidence = 2.6941
Sample 652: Avg Confidence = 2.7611
Sample 653: Avg Confidence = 3.5635
Sample 654: Avg Confidence = 3.3391
Sample 655: Avg Confidence = 3.9769
Sample 656: Avg Confidence = 3.7024
Sample 657: Avg Confidence = 3.0083
Sample 658: Avg Confidence = 1.6604
Sample 659: Avg Confidence = 3.1444
Sample 660: Avg Confidence = 2.9949
Sample 661: Avg Confidence = 2.6334
Sample 662: Avg Confidence = 3.5171
Sample 663: Avg Confidence = 4.4017
Sample 664: Avg Confidence = 4.1599
Sample 665: Avg Confidence = 2.6030
Sample 666: Avg Confidence = 3.1300
Sample 667: Avg Confidence = 4.8054
Sample 668: Avg Confidence = 1.7485
Sample 669: Avg Confidence = 2.1954
Sample 670: Avg Confidence = 3.1573
Sample 671: Avg Confidence = 3.0637
Sample 672: Avg Confidence = 2.4304
Sample 673: Avg Confidence = 5.8211
Sample 674: Avg Confidence = 2.3224
Sample 675: Avg Confidence = 2.5260
Sample 676: Avg Confidence = 4.0071
Sample 677: Avg Confidence = 2.4084
Sample 678: Avg Confidence = 3.3765
Sample 679: Avg Confidence = 1.6781
Sample 680: Avg Confidence = 1.7274
Sample 681: Avg Confidence = 2.6235
Sample 682: Avg Confidence = 4.3887
Sample 683: Avg Confidence = 4.2509
Sample 684: Avg Confidence = 3.0193
Sample 685: Avg Confidence = 2.7293
Sample 686: Avg Confidence = 1.5073
Sample 687: Avg Confidence = 3.7687
Sample 688: Avg Confidence = 2.5008
Sample 689: Avg Confidence = 2.7417
Sample 690: Avg Confidence = 2.5559
Sample 691: Avg Confidence = 3.4890
Sample 692: Avg Confidence = 3.0362
Sample 693: Avg Confidence = 2.6656
Sample 694: Avg Confidence = 3.6916
Sample 695: Avg Confidence = 3.8871
Sample 696: Avg Confidence = 3.7531
Sample 697: Avg Confidence = 3.3056
Sample 698: Avg Confidence = 1.7641
Sample 699: Avg Confidence = 1.8241
Sample 700: Avg Confidence = 2.5403
Sample 701: Avg Confidence = 1.7137
Sample 702: Avg Confidence = 3.2512
Sample 703: Avg Confidence = 2.3473
Sample 704: Avg Confidence = 2.7596
Sample 705: Avg Confidence = 3.9514
Sample 706: Avg Confidence = 2.0005
Sample 707: Avg Confidence = 3.3482
Sample 708: Avg Confidence = 4.1654
Sample 709: Avg Confidence = 3.4242
Sample 710: Avg Confidence = 2.5449
Sample 711: Avg Confidence = 3.1464
Sample 712: Avg Confidence = 4.4258
Sample 713: Avg Confidence = 4.0638
Sample 714: Avg Confidence = 1.2678
Sample 715: Avg Confidence = 5.0533
Sample 716: Avg Confidence = 6.1092
Sample 717: Avg Confidence = 3.6991
Sample 718: Avg Confidence = 3.9934
Sample 719: Avg Confidence = 1.4988
Sample 720: Avg Confidence = 1.9973
Sample 721: Avg Confidence = 3.1065
Sample 722: Avg Confidence = 1.4249
Sample 723: Avg Confidence = 3.9130
Sample 724: Avg Confidence = 2.9837
Sample 725: Avg Confidence = 2.2232
Sample 726: Avg Confidence = 1.9678
Sample 727: Avg Confidence = 3.6209
Sample 728: Avg Confidence = 3.2749
Sample 729: Avg Confidence = 3.0655
Sample 730: Avg Confidence = 7.3227
Sample 731: Avg Confidence = 1.8806
Sample 732: Avg Confidence = 2.2907
Sample 733: Avg Confidence = 2.6498
Sample 734: Avg Confidence = 5.6071
Sample 735: Avg Confidence = 4.6466
Sample 736: Avg Confidence = 1.5608
Sample 737: Avg Confidence = 2.4943
Sample 738: Avg Confidence = 3.4524
Sample 739: Avg Confidence = 4.9110
Sample 740: Avg Confidence = 2.4377
Sample 741: Avg Confidence = 2.4222
Sample 742: Avg Confidence = 2.3926
Sample 743: Avg Confidence = 2.9942
Sample 744: Avg Confidence = 4.3138
Sample 745: Avg Confidence = 3.9636
Sample 746: Avg Confidence = 2.5517
Sample 747: Avg Confidence = 2.3497
Sample 748: Avg Confidence = 2.2553
Sample 749: Avg Confidence = 2.4549
Sample 750: Avg Confidence = 3.2394
Sample 751: Avg Confidence = 3.1452
Sample 752: Avg Confidence = 1.7633
Sample 753: Avg Confidence = 2.6656
Sample 754: Avg Confidence = 1.9045
Sample 755: Avg Confidence = 2.2311
Sample 756: Avg Confidence = 1.7929
Sample 757: Avg Confidence = 3.2419
Sample 758: Avg Confidence = 2.1134
Sample 759: Avg Confidence = 2.5391
Sample 760: Avg Confidence = 2.7560
Sample 761: Avg Confidence = 3.6406
Sample 762: Avg Confidence = 2.3503
Sample 763: Avg Confidence = 2.2550
Sample 764: Avg Confidence = 3.3174
Sample 765: Avg Confidence = 3.4882
Sample 766: Avg Confidence = 2.0850
Sample 767: Avg Confidence = 2.2984
Sample 768: Avg Confidence = 1.7764
Sample 769: Avg Confidence = 2.1589
Sample 770: Avg Confidence = 4.7940
Sample 771: Avg Confidence = 3.2411
Sample 772: Avg Confidence = 3.1042
Sample 773: Avg Confidence = 3.6447
Sample 774: Avg Confidence = 5.3467
Sample 775: Avg Confidence = 4.0975
Sample 776: Avg Confidence = 3.5100
Sample 777: Avg Confidence = 0.5916
Sample 778: Avg Confidence = 5.7566
Sample 779: Avg Confidence = 2.5478
Sample 780: Avg Confidence = 1.9902
Sample 781: Avg Confidence = 3.8484
Sample 782: Avg Confidence = 3.1196
Sample 783: Avg Confidence = 2.8855
Sample 784: Avg Confidence = 2.4520
Sample 785: Avg Confidence = 2.7717
Sample 786: Avg Confidence = 3.3371
Sample 787: Avg Confidence = 1.5768
Sample 788: Avg Confidence = 5.1306
Sample 789: Avg Confidence = 2.0185
Sample 790: Avg Confidence = 1.6911
Sample 791: Avg Confidence = 1.9311
Sample 792: Avg Confidence = 1.5649
Sample 793: Avg Confidence = 3.4122
Sample 794: Avg Confidence = 1.8467
Sample 795: Avg Confidence = 4.6680
Sample 796: Avg Confidence = 3.5142
Sample 797: Avg Confidence = 2.4348
Sample 798: Avg Confidence = 2.8476
Sample 799: Avg Confidence = 4.8621
Sample 800: Avg Confidence = 2.9325
Sample 801: Avg Confidence = 1.7989
Sample 802: Avg Confidence = 2.9777
Sample 803: Avg Confidence = 3.0882
Sample 804: Avg Confidence = 2.8718
Sample 805: Avg Confidence = 1.9801
Sample 806: Avg Confidence = 2.8216
Sample 807: Avg Confidence = 3.3820
Sample 808: Avg Confidence = 2.2905
Sample 809: Avg Confidence = 2.1868
Sample 810: Avg Confidence = 3.9342
Sample 811: Avg Confidence = 4.5753
Sample 812: Avg Confidence = 3.5997
Sample 813: Avg Confidence = 2.7356
Sample 814: Avg Confidence = 1.9754
Sample 815: Avg Confidence = 3.1818
Sample 816: Avg Confidence = 2.2106
Sample 817: Avg Confidence = 2.6650
Sample 818: Avg Confidence = 1.7987
Sample 819: Avg Confidence = 2.7980
Sample 820: Avg Confidence = 2.6385
Sample 821: Avg Confidence = 3.1259
Sample 822: Avg Confidence = 2.3622
Sample 823: Avg Confidence = 2.5356
Sample 824: Avg Confidence = 1.7717
Sample 825: Avg Confidence = 3.0423
Sample 826: Avg Confidence = 2.7093
Sample 827: Avg Confidence = 3.0825
Sample 828: Avg Confidence = 3.5304
Sample 829: Avg Confidence = 4.2541
Sample 830: Avg Confidence = 2.7353
Sample 831: Avg Confidence = 3.6970
Sample 832: Avg Confidence = 4.3824
Sample 833: Avg Confidence = 3.0122
Sample 834: Avg Confidence = 5.9970
Sample 835: Avg Confidence = 2.8684
Sample 836: Avg Confidence = 3.6272
Sample 837: Avg Confidence = 1.6463
Sample 838: Avg Confidence = 3.6500
Sample 839: Avg Confidence = 3.0592
Sample 840: Avg Confidence = 2.9935
Sample 841: Avg Confidence = 3.1070
Sample 842: Avg Confidence = 2.7263
Sample 843: Avg Confidence = 2.1336
Sample 844: Avg Confidence = 3.2841
Sample 845: Avg Confidence = 3.6684
Sample 846: Avg Confidence = 3.0015
Sample 847: Avg Confidence = 3.5169
Sample 848: Avg Confidence = 2.9194
Sample 849: Avg Confidence = 4.9812
Sample 850: Avg Confidence = 3.2163
Sample 851: Avg Confidence = 3.4253
Sample 852: Avg Confidence = 3.3841
Sample 853: Avg Confidence = 4.5974
Sample 854: Avg Confidence = 3.2015
Sample 855: Avg Confidence = 3.6921
Sample 856: Avg Confidence = 2.7811
Sample 857: Avg Confidence = 2.6070
Sample 858: Avg Confidence = 3.2153
Sample 859: Avg Confidence = 2.9930
Sample 860: Avg Confidence = 3.3612
Sample 861: Avg Confidence = 4.0063
Sample 862: Avg Confidence = 3.7380
Sample 863: Avg Confidence = 3.3973
Sample 864: Avg Confidence = 2.3549
Sample 865: Avg Confidence = 2.2688
Sample 866: Avg Confidence = 2.8402
Sample 867: Avg Confidence = 1.7028
Sample 868: Avg Confidence = 2.6838
Sample 869: Avg Confidence = 4.0311
Sample 870: Avg Confidence = 1.8986
Sample 871: Avg Confidence = 2.6868
Sample 872: Avg Confidence = 3.6622
Sample 873: Avg Confidence = 2.5880
Sample 874: Avg Confidence = 2.4779
Sample 875: Avg Confidence = 1.9540
Sample 876: Avg Confidence = 3.5662
Sample 877: Avg Confidence = 2.7359
Sample 878: Avg Confidence = 3.4881
Sample 879: Avg Confidence = 1.2967
Sample 880: Avg Confidence = 4.1597
Sample 881: Avg Confidence = 4.1234
Sample 882: Avg Confidence = 3.1516
Sample 883: Avg Confidence = 1.7971
Sample 884: Avg Confidence = 3.6085
Sample 885: Avg Confidence = 2.1784
Sample 886: Avg Confidence = 3.8576
Sample 887: Avg Confidence = 2.7153
Sample 888: Avg Confidence = 3.6581
Sample 889: Avg Confidence = 3.6304
Sample 890: Avg Confidence = 4.9907
Sample 891: Avg Confidence = 3.4668
Sample 892: Avg Confidence = 3.9134
Sample 893: Avg Confidence = 3.0998
Sample 894: Avg Confidence = 1.9887
Sample 895: Avg Confidence = 3.0621
Sample 896: Avg Confidence = 4.1299
Sample 897: Avg Confidence = 1.7301
Sample 898: Avg Confidence = 4.5901
Sample 899: Avg Confidence = 2.0216
Sample 900: Avg Confidence = 3.8457
Sample 901: Avg Confidence = 2.6548
Sample 902: Avg Confidence = 3.2031
Sample 903: Avg Confidence = 3.7160
Sample 904: Avg Confidence = 2.6413
Sample 905: Avg Confidence = 3.7796
Sample 906: Avg Confidence = 3.5604
Sample 907: Avg Confidence = 2.7174
Sample 908: Avg Confidence = 3.1004
Sample 909: Avg Confidence = 2.7507
Sample 910: Avg Confidence = 1.9242
Sample 911: Avg Confidence = 3.5795
Sample 912: Avg Confidence = 2.5625
Sample 913: Avg Confidence = 3.0104
Sample 914: Avg Confidence = 4.3618
Sample 915: Avg Confidence = 2.2049
Sample 916: Avg Confidence = 3.4507
Sample 917: Avg Confidence = 1.8197
Sample 918: Avg Confidence = 2.9815
Sample 919: Avg Confidence = 2.4697
Sample 920: Avg Confidence = 2.3235
Sample 921: Avg Confidence = 2.1853
Sample 922: Avg Confidence = 2.1347
Sample 923: Avg Confidence = 3.6871
Sample 924: Avg Confidence = 2.0293
Sample 925: Avg Confidence = 1.4774
Sample 926: Avg Confidence = 2.5042
Sample 927: Avg Confidence = 1.8568
Sample 928: Avg Confidence = 2.7979
Sample 929: Avg Confidence = 1.6857
Sample 930: Avg Confidence = 3.2812
Sample 931: Avg Confidence = 3.2027
Sample 932: Avg Confidence = 2.2542
Sample 933: Avg Confidence = 2.7407
Sample 934: Avg Confidence = 4.9851
Sample 935: Avg Confidence = 4.2174
Sample 936: Avg Confidence = 3.6099
Sample 937: Avg Confidence = 2.4621
Sample 938: Avg Confidence = 3.3241
Sample 939: Avg Confidence = 1.4032
Sample 940: Avg Confidence = 2.7306
Sample 941: Avg Confidence = 2.9766
Sample 942: Avg Confidence = 2.1177
Sample 943: Avg Confidence = 4.1591
Sample 944: Avg Confidence = 2.6297
Sample 945: Avg Confidence = 2.4061
Sample 946: Avg Confidence = 2.1083
Sample 947: Avg Confidence = 4.3972
Sample 948: Avg Confidence = 2.8748
Sample 949: Avg Confidence = 3.1433
Sample 950: Avg Confidence = 2.8381
Sample 951: Avg Confidence = 1.9940
Sample 952: Avg Confidence = 2.1816
Sample 953: Avg Confidence = 3.5358
Sample 954: Avg Confidence = 2.8068
Sample 955: Avg Confidence = 3.9767
Sample 956: Avg Confidence = 2.2364
Sample 957: Avg Confidence = 2.4131
Sample 958: Avg Confidence = 2.7192
Sample 959: Avg Confidence = 1.7325
Sample 960: Avg Confidence = 2.4783
Sample 961: Avg Confidence = 1.4650
Sample 962: Avg Confidence = 1.3110
Sample 963: Avg Confidence = 1.3102
Sample 964: Avg Confidence = 3.4904
Sample 965: Avg Confidence = 3.1688
Sample 966: Avg Confidence = 1.8859
Sample 967: Avg Confidence = 2.6027
Sample 968: Avg Confidence = 3.9895
Sample 969: Avg Confidence = 0.5652
Sample 970: Avg Confidence = 3.1279
Sample 971: Avg Confidence = 2.6148
Sample 972: Avg Confidence = 2.4007
Sample 973: Avg Confidence = 3.1374
Sample 974: Avg Confidence = 2.9414
Sample 975: Avg Confidence = 3.2646
Sample 976: Avg Confidence = 4.3766
Sample 977: Avg Confidence = 2.7529
Sample 978: Avg Confidence = 2.4255
Sample 979: Avg Confidence = 2.7214
Sample 980: Avg Confidence = 2.5345
Sample 981: Avg Confidence = 3.5238
Sample 982: Avg Confidence = 2.1598
Sample 983: Avg Confidence = 2.8359
Sample 984: Avg Confidence = 2.4063
Sample 985: Avg Confidence = 3.9438
Sample 986: Avg Confidence = 4.8006
Sample 987: Avg Confidence = 1.7710
Sample 988: Avg Confidence = 5.2144
Sample 989: Avg Confidence = 3.1316
Sample 990: Avg Confidence = 3.2304
Sample 991: Avg Confidence = 2.7281
Sample 992: Avg Confidence = 5.1487
Sample 993: Avg Confidence = 2.8147
Sample 994: Avg Confidence = 0.8104
Sample 995: Avg Confidence = 3.1657
Sample 996: Avg Confidence = 2.4924
Sample 997: Avg Confidence = 4.7184
Sample 998: Avg Confidence = 1.4668
Sample 999: Avg Confidence = 2.1152
Sample 1000: Avg Confidence = 1.9508
Sample 1001: Avg Confidence = 2.0709
Sample 1002: Avg Confidence = 2.9538
Sample 1003: Avg Confidence = 3.2942
Sample 1004: Avg Confidence = 2.4118
Sample 1005: Avg Confidence = 2.9855
Sample 1006: Avg Confidence = 2.2996
Sample 1007: Avg Confidence = 1.9279
Sample 1008: Avg Confidence = 2.5037
Sample 1009: Avg Confidence = 4.4264
Sample 1010: Avg Confidence = 4.9414
Sample 1011: Avg Confidence = 0.9840
Sample 1012: Avg Confidence = 1.1464
Sample 1013: Avg Confidence = 3.4560
Sample 1014: Avg Confidence = 2.0542
Sample 1015: Avg Confidence = 2.9056
Sample 1016: Avg Confidence = 1.6086
Sample 1017: Avg Confidence = 2.6457
Sample 1018: Avg Confidence = 2.5928
Sample 1019: Avg Confidence = 2.6974
Sample 1020: Avg Confidence = 3.4294
Sample 1021: Avg Confidence = 2.3369
Sample 1022: Avg Confidence = 2.2060
Sample 1023: Avg Confidence = 2.7277
Sample 1024: Avg Confidence = 3.5258
Sample 1025: Avg Confidence = 4.2380
Sample 1026: Avg Confidence = 3.3154
Sample 1027: Avg Confidence = 1.9169
Sample 1028: Avg Confidence = 4.0056
Sample 1029: Avg Confidence = 3.8847
Sample 1030: Avg Confidence = 2.7374
Sample 1031: Avg Confidence = 2.6341
Sample 1032: Avg Confidence = 2.2280
Sample 1033: Avg Confidence = 1.4790
Sample 1034: Avg Confidence = 4.5053
Sample 1035: Avg Confidence = 2.7976
Sample 1036: Avg Confidence = 4.4253
Sample 1037: Avg Confidence = 3.5220
Sample 1038: Avg Confidence = 3.5229
Sample 1039: Avg Confidence = 3.2073
Sample 1040: Avg Confidence = 3.4502
Sample 1041: Avg Confidence = 2.7482
Sample 1042: Avg Confidence = 3.9338
Sample 1043: Avg Confidence = 3.0477
Sample 1044: Avg Confidence = 2.1563
Sample 1045: Avg Confidence = 4.0561
Sample 1046: Avg Confidence = 2.7458
Sample 1047: Avg Confidence = 2.3799
Sample 1048: Avg Confidence = 2.1667
Sample 1049: Avg Confidence = 3.9071
Sample 1050: Avg Confidence = 5.2007
Sample 1051: Avg Confidence = 3.5282
Sample 1052: Avg Confidence = 1.4741
Sample 1053: Avg Confidence = 4.6783
Sample 1054: Avg Confidence = 2.9568
Sample 1055: Avg Confidence = 2.5263
Sample 1056: Avg Confidence = 2.4668
Sample 1057: Avg Confidence = 2.6790
Sample 1058: Avg Confidence = 3.1463
Sample 1059: Avg Confidence = 1.9047
Sample 1060: Avg Confidence = 1.4120
Sample 1061: Avg Confidence = 3.8039
Sample 1062: Avg Confidence = 5.2225
Sample 1063: Avg Confidence = 3.6914
Sample 1064: Avg Confidence = 3.5459
Sample 1065: Avg Confidence = 3.5773
Sample 1066: Avg Confidence = 3.0488
Sample 1067: Avg Confidence = 2.3855
Sample 1068: Avg Confidence = 5.4373
Sample 1069: Avg Confidence = 1.4753
Sample 1070: Avg Confidence = 2.0572
Sample 1071: Avg Confidence = 2.9014
Sample 1072: Avg Confidence = 3.3167
Sample 1073: Avg Confidence = 4.1160
Sample 1074: Avg Confidence = 3.8391
Sample 1075: Avg Confidence = 3.7425
Sample 1076: Avg Confidence = 1.5398
Sample 1077: Avg Confidence = 2.9741
Sample 1078: Avg Confidence = 4.1078
Sample 1079: Avg Confidence = 4.1922
Sample 1080: Avg Confidence = 4.7374
Sample 1081: Avg Confidence = 3.9626
Sample 1082: Avg Confidence = 3.0387
Sample 1083: Avg Confidence = 2.1259
Sample 1084: Avg Confidence = 2.5348
Sample 1085: Avg Confidence = 1.7741
Sample 1086: Avg Confidence = 1.2339
Sample 1087: Avg Confidence = 2.4749
Sample 1088: Avg Confidence = 3.5890
Sample 1089: Avg Confidence = 4.8984
Sample 1090: Avg Confidence = 2.9285
Sample 1091: Avg Confidence = 3.1483
Sample 1092: Avg Confidence = 3.1592
Sample 1093: Avg Confidence = 4.1772
Sample 1094: Avg Confidence = 4.7184
Sample 1095: Avg Confidence = 4.3244
Sample 1096: Avg Confidence = 6.2119
Sample 1097: Avg Confidence = 3.5859
Sample 1098: Avg Confidence = 3.9116
Sample 1099: Avg Confidence = 3.2235
Sample 1100: Avg Confidence = 3.3495
Sample 1101: Avg Confidence = 4.4965
Sample 1102: Avg Confidence = 7.0664
Sample 1103: Avg Confidence = 3.9293
Sample 1104: Avg Confidence = 2.7116
Sample 1105: Avg Confidence = 1.9003
Sample 1106: Avg Confidence = 2.7374
Sample 1107: Avg Confidence = 4.1782
Sample 1108: Avg Confidence = 1.8321
Sample 1109: Avg Confidence = 3.1183
Sample 1110: Avg Confidence = 4.0309
Sample 1111: Avg Confidence = 3.0335
Sample 1112: Avg Confidence = 1.9057
Sample 1113: Avg Confidence = 1.9087
Sample 1114: Avg Confidence = 3.9984
Sample 1115: Avg Confidence = 1.6772
Sample 1116: Avg Confidence = 2.3356
Sample 1117: Avg Confidence = 3.8898
Sample 1118: Avg Confidence = 2.9812
Sample 1119: Avg Confidence = 1.9027
Sample 1120: Avg Confidence = 3.2869
Sample 1121: Avg Confidence = 3.0197
Sample 1122: Avg Confidence = 3.4130
Sample 1123: Avg Confidence = 1.4475
Sample 1124: Avg Confidence = 2.7413
Sample 1125: Avg Confidence = 3.3109
Sample 1126: Avg Confidence = 3.8163
Sample 1127: Avg Confidence = 1.8480
Sample 1128: Avg Confidence = 3.7070
Sample 1129: Avg Confidence = 2.5605
Sample 1130: Avg Confidence = 2.3273
Sample 1131: Avg Confidence = 1.4145
Sample 1132: Avg Confidence = 4.2078
Sample 1133: Avg Confidence = 3.5736
Sample 1134: Avg Confidence = 2.4741
Sample 1135: Avg Confidence = 2.5804
Sample 1136: Avg Confidence = 2.4244
Sample 1137: Avg Confidence = 1.6183
Sample 1138: Avg Confidence = 3.9483
Sample 1139: Avg Confidence = 6.4389
Sample 1140: Avg Confidence = 2.1635
Sample 1141: Avg Confidence = 1.3474
Sample 1142: Avg Confidence = 6.2844
Sample 1143: Avg Confidence = 2.6254
Sample 1144: Avg Confidence = 4.1667
Sample 1145: Avg Confidence = 3.3748
Sample 1146: Avg Confidence = 4.9077
Sample 1147: Avg Confidence = 2.5822
Sample 1148: Avg Confidence = 3.2771
Sample 1149: Avg Confidence = 2.2123
Sample 1150: Avg Confidence = 3.8490
Sample 1151: Avg Confidence = 4.7796
Sample 1152: Avg Confidence = 3.9474
Sample 1153: Avg Confidence = 2.0473
Sample 1154: Avg Confidence = 2.6126
Sample 1155: Avg Confidence = 3.1207
Sample 1156: Avg Confidence = 1.1281
Sample 1157: Avg Confidence = 0.7995
Sample 1158: Avg Confidence = 1.9637
Sample 1159: Avg Confidence = 2.0655
Sample 1160: Avg Confidence = 3.3770
Sample 1161: Avg Confidence = 1.9742
Sample 1162: Avg Confidence = 2.9610
Sample 1163: Avg Confidence = 2.7887
Sample 1164: Avg Confidence = 2.7463
Sample 1165: Avg Confidence = 5.0960
Sample 1166: Avg Confidence = 2.7854
Sample 1167: Avg Confidence = 2.8415
Sample 1168: Avg Confidence = 1.6907
Sample 1169: Avg Confidence = 5.8695
Sample 1170: Avg Confidence = 0.9845
Sample 1171: Avg Confidence = 3.5936
Sample 1172: Avg Confidence = 2.3618
Sample 1173: Avg Confidence = 3.3976
Sample 1174: Avg Confidence = 3.6783
Sample 1175: Avg Confidence = 2.4936
Sample 1176: Avg Confidence = 3.2414
Sample 1177: Avg Confidence = 2.2017
Sample 1178: Avg Confidence = 3.6948
Sample 1179: Avg Confidence = 4.4044
Sample 1180: Avg Confidence = 2.8931
Sample 1181: Avg Confidence = 3.5568
Sample 1182: Avg Confidence = 2.9793
Sample 1183: Avg Confidence = 2.3502
Sample 1184: Avg Confidence = 3.8617
Sample 1185: Avg Confidence = 2.1858
Sample 1186: Avg Confidence = 3.3480
Sample 1187: Avg Confidence = 3.2143
Sample 1188: Avg Confidence = 3.1163
Sample 1189: Avg Confidence = 4.0181
Sample 1190: Avg Confidence = 3.3075
Sample 1191: Avg Confidence = 3.1413
Sample 1192: Avg Confidence = 2.5634
Sample 1193: Avg Confidence = 2.5102
Sample 1194: Avg Confidence = 4.3950
Sample 1195: Avg Confidence = 3.2698
Sample 1196: Avg Confidence = 3.7108
Sample 1197: Avg Confidence = 1.6108
Sample 1198: Avg Confidence = 2.4071
Sample 1199: Avg Confidence = 3.1675
Sample 1200: Avg Confidence = 7.7134
Sample 1201: Avg Confidence = 4.8503
Sample 1202: Avg Confidence = 0.9085
Sample 1203: Avg Confidence = 1.7216
Sample 1204: Avg Confidence = 1.8944
Sample 1205: Avg Confidence = 3.1800
Sample 1206: Avg Confidence = 3.6487
Sample 1207: Avg Confidence = 3.1111
Sample 1208: Avg Confidence = 4.1695
Sample 1209: Avg Confidence = 0.7011
Sample 1210: Avg Confidence = 2.8213
Sample 1211: Avg Confidence = 2.4096
Sample 1212: Avg Confidence = 2.1974
Sample 1213: Avg Confidence = 6.0458
Sample 1214: Avg Confidence = 3.7686
Sample 1215: Avg Confidence = 2.6244
Sample 1216: Avg Confidence = 3.0578
Sample 1217: Avg Confidence = 2.7106
Sample 1218: Avg Confidence = 2.4919
Sample 1219: Avg Confidence = 3.8674
Sample 1220: Avg Confidence = 4.1574
Sample 1221: Avg Confidence = 3.5709
Sample 1222: Avg Confidence = 3.4654
Sample 1223: Avg Confidence = 1.5254
Sample 1224: Avg Confidence = 5.3516
Sample 1225: Avg Confidence = 2.8522
Sample 1226: Avg Confidence = 2.5641
Sample 1227: Avg Confidence = 2.3217
Sample 1228: Avg Confidence = 2.2684
Sample 1229: Avg Confidence = 3.0572
Sample 1230: Avg Confidence = 3.7444
Sample 1231: Avg Confidence = 2.8251
Sample 1232: Avg Confidence = 4.5191
Sample 1233: Avg Confidence = 4.2316
Sample 1234: Avg Confidence = 1.5158
Sample 1235: Avg Confidence = 2.1222
Sample 1236: Avg Confidence = 1.8858
Sample 1237: Avg Confidence = 3.6701
Sample 1238: Avg Confidence = 3.8498
Sample 1239: Avg Confidence = 0.7061
Sample 1240: Avg Confidence = 5.2416
Sample 1241: Avg Confidence = 4.7546
Sample 1242: Avg Confidence = 1.5635
Sample 1243: Avg Confidence = 4.7404
Sample 1244: Avg Confidence = 2.4957
Sample 1245: Avg Confidence = 3.5100
Sample 1246: Avg Confidence = 1.4760
Sample 1247: Avg Confidence = 2.7790
Sample 1248: Avg Confidence = 1.9120
Sample 1249: Avg Confidence = 4.2627
Sample 1250: Avg Confidence = 2.2660
Sample 1251: Avg Confidence = 4.1824
Sample 1252: Avg Confidence = 2.9820
Sample 1253: Avg Confidence = 4.3856
Sample 1254: Avg Confidence = 2.8714
Sample 1255: Avg Confidence = 3.3532
Sample 1256: Avg Confidence = 2.2664
Sample 1257: Avg Confidence = 4.2875
Sample 1258: Avg Confidence = 3.2974
Sample 1259: Avg Confidence = 2.1273
Sample 1260: Avg Confidence = 1.6806
Sample 1261: Avg Confidence = 2.0720
Sample 1262: Avg Confidence = 3.3922
Sample 1263: Avg Confidence = 3.8700
Sample 1264: Avg Confidence = 2.7433
Sample 1265: Avg Confidence = 2.7732
Sample 1266: Avg Confidence = 2.1546
Sample 1267: Avg Confidence = 3.7568
Sample 1268: Avg Confidence = 2.5842
Sample 1269: Avg Confidence = 2.2160
Sample 1270: Avg Confidence = 4.3073
